Unnamed: 0,ENSG_ID,ENSG_start_bp,ENSG_end_bp,ENSG_chromosome,ENSG_type,HGNC_symbol,ENSMUSG_ID,ENSMUSG_start_bp,ENSMUSG_end_bp,ENSMUSG_chromosome,ENSMUSG_type,MGI_symbol
14525,ENSG00000183878,13234577,13480673,Y,protein_coding,UTY,ENSMUSG00000068457,1096861,1245759,Y,protein_coding,Uty
13505,ENSG00000188958,191267168,191330526,3,protein_coding,UTS2B,ENSMUSG00000056423,27172072,27188989,16,protein_coding,Uts2b
6266,ENSG00000049247,7843083,7853512,1,protein_coding,UTS2,ENSMUSG00000028963,151081554,151086267,4,protein_coding,Uts2
1931,ENSG00000152818,144285335,144853034,6,protein_coding,UTRN,ENSMUSG00000019820,12257932,12745109,10,protein_coding,Utrn
8965,ENSG00000108651,31860904,31901708,17,protein_coding,UTP6,ENSMUSG00000035575,79823147,79853216,11,protein_coding,Utp6
10868,ENSG00000141076,69131291,69231130,16,protein_coding,UTP4,ENSMUSG00000041438,107620268,107649720,8,protein_coding,Utp4
14675,ENSG00000132467,70688532,70690551,4,protein_coding,UTP3,ENSMUSG00000070697,88702321,88703949,5,protein_coding,Utp3
1513,ENSG00000117597,209827972,209857565,1,protein_coding,UTP25,ENSMUSG00000016181,192773412,192812580,1,protein_coding,Utp25
3218,ENSG00000147679,116766505,116849463,8,protein_coding,UTP23,ENSMUSG00000022313,51740825,51748010,15,protein_coding,Utp23
629,ENSG00000120800,101280105,101386618,12,protein_coding,UTP20,ENSMUSG00000004356,88582469,88662666,10,protein_coding,Utp20
13215,ENSG00000011260,51260546,51297936,17,protein_coding,UTP18,ENSMUSG00000054079,93750069,93776592,11,protein_coding,Utp18
10956,ENSG00000164338,73565443,73583380,5,protein_coding,UTP15,ENSMUSG00000041747,98383353,98399549,13,protein_coding,Utp15
6232,ENSG00000183520,38009258,38024820,1,protein_coding,UTP11,ENSMUSG00000028907,124571953,124587393,4,protein_coding,Utp11
12172,ENSG00000111962,148747030,149076990,6,protein_coding,UST,ENSMUSG00000047712,8080520,8394589,10,protein_coding,Ust
10824,ENSG00000132952,30617693,30660770,13,protein_coding,USPL1,ENSMUSG00000041264,149121160,149152244,5,protein_coding,Uspl1
14563,ENSG00000114374,12537650,12860839,Y,protein_coding,USP9Y,ENSMUSG00000069044,1298961,1459782,Y,protein_coding,Usp9y
7240,ENSG00000124486,41085445,41236579,X,protein_coding,USP9X,ENSMUSG00000031010,12937737,13039567,X,protein_coding,Usp9x
5412,ENSG00000138592,50424380,50514421,15,protein_coding,USP8,ENSMUSG00000027363,126549248,126601217,2,protein_coding,Usp8
3433,ENSG00000187555,8892097,8975328,16,protein_coding,USP7,ENSMUSG00000022710,8507459,8610172,16,protein_coding,Usp7
10107,ENSG00000148429,11460510,11611666,10,protein_coding,USP6NL,ENSMUSG00000039046,6327478,6451201,2,protein_coding,Usp6nl
8545,ENSG00000166348,73497538,73626117,10,protein_coding,USP54,ENSMUSG00000034235,20598980,20691131,14,protein_coding,Usp54
10331,ENSG00000145390,119212587,119295518,4,protein_coding,USP53,ENSMUSG00000039701,122725142,122778159,3,protein_coding,Usp53
14432,ENSG00000247746,55484616,55489848,X,protein_coding,USP51,ENSMUSG00000067215,151789465,151792412,X,protein_coding,Usp51
5413,ENSG00000170236,50494018,50546708,15,protein_coding,USP50,ENSMUSG00000027364,126551016,126625390,2,protein_coding,Usp50
9889,ENSG00000111667,6852148,6866632,12,protein_coding,USP5,ENSMUSG00000038429,124791982,124806447,6,protein_coding,Usp5
15419,ENSG00000164663,41789896,41895375,6,protein_coding,USP49,ENSMUSG00000090115,47941615,47997663,17,protein_coding,Usp49
11379,ENSG00000090686,21678298,21783606,1,protein_coding,USP48,ENSMUSG00000043411,137321066,137385848,4,protein_coding,Usp48
13793,ENSG00000170242,11841423,11961887,11,protein_coding,USP47,ENSMUSG00000059263,111622711,111710868,7,protein_coding,Usp47
13312,ENSG00000109189,52590960,52659301,4,protein_coding,USP46,ENSMUSG00000054814,74159114,74229092,5,protein_coding,Usp46
10575,ENSG00000123552,99432325,99521728,6,protein_coding,USP45,ENSMUSG00000040455,21767156,21837872,4,protein_coding,Usp45
2031,ENSG00000136014,95516560,95551476,12,protein_coding,USP44,ENSMUSG00000020020,93667417,93693950,10,protein_coding,Usp44
2531,ENSG00000154914,9644698,9729687,17,protein_coding,USP43,ENSMUSG00000020905,67745349,67812979,11,protein_coding,Usp43
12824,ENSG00000106346,6104949,6161564,7,protein_coding,USP42,ENSMUSG00000051306,143696080,143718035,5,protein_coding,Usp42
772,ENSG00000085982,233475520,233566782,2,protein_coding,USP40,ENSMUSG00000005501,87872841,87936273,1,protein_coding,Usp40
8086,ENSG00000114316,49277144,49340712,3,protein_coding,USP4,ENSMUSG00000032612,108225052,108269744,9,protein_coding,Usp4
13496,ENSG00000168883,85602856,85649283,2,protein_coding,USP39,ENSMUSG00000056305,72295661,72322167,6,protein_coding,Usp39
9818,ENSG00000170185,143184917,143223874,4,protein_coding,USP38,ENSMUSG00000038250,81707362,81741557,8,protein_coding,Usp38
8297,ENSG00000135913,218450251,218568351,2,protein_coding,USP37,ENSMUSG00000033364,74474670,74583443,1,protein_coding,Usp37
8437,ENSG00000055483,78787381,78841441,17,protein_coding,USP36,ENSMUSG00000033909,118150477,118181070,11,protein_coding,Usp36
9006,ENSG00000118369,78188812,78215232,11,protein_coding,USP35,ENSMUSG00000035713,96958587,96981227,7,protein_coding,Usp35
13500,ENSG00000115464,61187463,61471087,2,protein_coding,USP34,ENSMUSG00000056342,23256895,23440560,11,protein_coding,Usp34
4485,ENSG00000077254,77695987,77759852,1,protein_coding,USP33,ENSMUSG00000025437,152052115,152099254,3,protein_coding,Usp33
14211,ENSG00000103404,23061406,23149452,16,protein_coding,USP31,ENSMUSG00000063317,121241244,121306476,7,protein_coding,Usp31
6612,ENSG00000135093,109023089,109088023,12,protein_coding,USP30,ENSMUSG00000029592,114203522,114262781,5,protein_coding,Usp30
7952,ENSG00000140455,63504511,63594640,15,protein_coding,USP3,ENSMUSG00000032376,66421919,66500424,9,protein_coding,Usp3
12873,ENSG00000131864,57119138,57131926,19,protein_coding,USP29,ENSMUSG00000051527,6733577,6970218,7,protein_coding,Usp29
7882,ENSG00000048028,113797874,113875570,11,protein_coding,USP28,ENSMUSG00000032267,48896675,48953817,9,protein_coding,Usp28
11896,ENSG00000273820,49879484,49882558,X,protein_coding,USP27X,ENSMUSG00000046269,7237513,7242069,X,protein_coding,Usp27x
3519,ENSG00000155313,15729982,15880064,21,protein_coding,USP25,ENSMUSG00000022867,76810594,76913668,16,protein_coding,Usp25
6002,ENSG00000162402,55066359,55215364,1,protein_coding,USP24,ENSMUSG00000028514,106173410,106298519,4,protein_coding,Usp24
11182,ENSG00000124422,20999596,21043760,17,protein_coding,USP22,ENSMUSG00000042506,61042611,61065881,11,protein_coding,Usp22
13141,ENSG00000143258,161159450,161165723,1,protein_coding,USP21,ENSMUSG00000053483,171109519,171115564,1,protein_coding,Usp21
5163,ENSG00000136878,129834698,129881828,9,protein_coding,USP20,ENSMUSG00000026854,30872291,30913598,2,protein_coding,Usp20
7750,ENSG00000036672,119355215,119381711,11,protein_coding,USP2,ENSMUSG00000032010,43978318,44006924,9,protein_coding,Usp2
944,ENSG00000172046,49108046,49120938,3,protein_coding,USP19,ENSMUSG00000006676,108367801,108379536,9,protein_coding,Usp19
4560,ENSG00000156256,29024629,29054488,21,protein_coding,USP16,ENSMUSG00000025616,87251591,87280405,16,protein_coding,Usp16
2092,ENSG00000135655,62260338,62417431,12,protein_coding,USP15,ENSMUSG00000020124,122940911,123032900,10,protein_coding,Usp15
12208,ENSG00000101557,158383,214629,18,protein_coding,USP14,ENSMUSG00000047879,9993066,10045119,18,protein_coding,Usp14
13563,ENSG00000058056,179653032,179804366,3,protein_coding,USP13,ENSMUSG00000056900,32871695,32992220,3,protein_coding,Usp13
6639,ENSG00000152484,27066156,27171811,13,protein_coding,USP12,ENSMUSG00000029640,146671619,146731816,5,protein_coding,Usp12
7254,ENSG00000102226,47232866,47248328,X,protein_coding,USP11,ENSMUSG00000031066,20570145,20586778,X,protein_coding,Usp11
7638,ENSG00000103194,84699986,84779922,16,protein_coding,USP10,ENSMUSG00000031826,120637099,120684299,8,protein_coding,Usp10
6035,ENSG00000162607,62436297,62451804,1,protein_coding,USP1,ENSMUSG00000028560,98812047,98823780,4,protein_coding,Usp1
6514,ENSG00000138768,75724577,75814286,4,protein_coding,USO1,ENSMUSG00000029407,92285797,92350657,5,protein_coding,Uso1
8765,ENSG00000130307,17249171,17282786,19,protein_coding,USHBP1,ENSMUSG00000034911,71836916,71848446,8,protein_coding,Ushbp1
5014,ENSG00000042781,215622891,216423448,1,protein_coding,USH2A,ENSMUSG00000026609,187994220,188697238,1,protein_coding,Ush2a
11724,ENSG00000182040,74916083,74923256,17,protein_coding,USH1G,ENSMUSG00000045288,115206018,115212867,11,protein_coding,Ush1g
7169,ENSG00000006611,17493895,17544416,11,protein_coding,USH1C,ENSMUSG00000030838,45844774,45887927,7,protein_coding,Ush1c
14510,ENSG00000176542,113648385,113696646,3,protein_coding,USF3,ENSMUSG00000068284,43993609,44047828,16,protein_coding,Usf3
13691,ENSG00000105698,35268962,35279821,19,protein_coding,USF2,ENSMUSG00000058239,30644673,30656228,7,protein_coding,Usf2
5036,ENSG00000158773,161039251,161045977,1,protein_coding,USF1,ENSMUSG00000026641,171238881,171246710,1,protein_coding,Usf1
383,ENSG00000053501,17215346,17219829,19,protein_coding,USE1,ENSMUSG00000002395,71819492,71822376,8,protein_coding,Use1
7620,ENSG00000103005,57999546,58021618,16,protein_coding,USB1,ENSMUSG00000031792,96058912,96074135,8,protein_coding,Usb1
7228,ENSG00000188690,125784980,125823258,10,protein_coding,UROS,ENSMUSG00000030979,133287972,133311801,7,protein_coding,Uros
6108,ENSG00000126088,45010950,45015575,1,protein_coding,UROD,ENSMUSG00000028684,116847162,116851610,4,protein_coding,Urod
8616,ENSG00000159650,126481166,126517773,3,protein_coding,UROC1,ENSMUSG00000034456,90310266,90341533,6,protein_coding,Uroc1
14560,ENSG00000167118,128371361,128392016,9,protein_coding,URM1,ENSMUSG00000069020,29710087,29735014,2,protein_coding,Urm1
6975,ENSG00000105176,29923644,30016612,19,protein_coding,URI1,ENSMUSG00000030421,37659417,37722976,7,protein_coding,Uri1
12530,ENSG00000106608,43875894,43926411,7,protein_coding,URGCP,ENSMUSG00000049680,5663417,5712376,11,protein_coding,Urgcp
7729,ENSG00000135763,229626247,229660200,1,protein_coding,URB2,ENSMUSG00000031976,124748247,124775244,8,protein_coding,Urb2
10407,ENSG00000142207,32311018,32393012,21,protein_coding,URB1,ENSMUSG00000039929,90548415,90607301,16,protein_coding,Urb1
11645,ENSG00000164405,132866630,132868847,5,protein_coding,UQCRQ,ENSMUSG00000044894,53318749,53321658,11,protein_coding,Uqcrq
9897,ENSG00000169021,29205320,29213151,19,protein_coding,UQCRFS1,ENSMUSG00000038462,30724291,30729345,13,protein_coding,Uqcrfs1
7196,ENSG00000140740,21953288,21983660,16,protein_coding,UQCRC2,ENSMUSG00000030884,120234399,120258747,7,protein_coding,Uqcrc2
4567,ENSG00000010256,48599002,48610976,3,protein_coding,UQCRC1,ENSMUSG00000025651,108765701,108778691,9,protein_coding,Uqcrc1
2811,ENSG00000156467,96222947,96235546,8,protein_coding,UQCRB,ENSMUSG00000021520,67048681,67053442,13,protein_coding,Uqcrb
2114,ENSG00000127540,1597169,1605473,19,protein_coding,UQCR11,ENSMUSG00000020163,80238831,80242664,10,protein_coding,Uqcr11
13829,ENSG00000184076,29767369,29770413,22,protein_coding,UQCR10,ENSMUSG00000059534,4651973,4654342,11,protein_coding,Uqcr10
14782,ENSG00000204922,62670273,62673686,11,protein_coding,UQCC3,ENSMUSG00000071654,8857378,8858287,19,protein_coding,Uqcc3
3880,ENSG00000137288,33694293,33711727,6,protein_coding,UQCC2,ENSMUSG00000024208,27341637,27352890,17,protein_coding,Uqcc2
825,ENSG00000101019,35302566,35412031,20,protein_coding,UQCC1,ENSMUSG00000005882,155688814,155772230,2,protein_coding,Uqcc1
14856,ENSG00000094841,75156388,75304885,X,protein_coding,UPRT,ENSMUSG00000073016,103526424,103551096,X,protein_coding,Uprt
5154,ENSG00000007001,157876702,158136154,2,protein_coding,UPP2,ENSMUSG00000026839,58457310,58682983,2,protein_coding,Upp2
2247,ENSG00000183696,48088628,48108736,7,protein_coding,UPP1,ENSMUSG00000020407,9068103,9086170,11,protein_coding,Upp1
861,ENSG00000267368,102637025,102642791,7,protein_coding,UPK3BL1,ENSMUSG00000006143,136083346,136093180,5,protein_coding,Upk3bl
11304,ENSG00000243566,76510525,76516522,7,protein_coding,UPK3B,ENSMUSG00000042985,136067350,136075341,5,protein_coding,Upk3b
3287,ENSG00000100373,45284949,45295874,22,protein_coding,UPK3A,ENSMUSG00000022435,84901342,84906748,15,protein_coding,Upk3a
10887,ENSG00000110375,118925164,118958559,11,protein_coding,UPK2,ENSMUSG00000041523,44364012,44366273,9,protein_coding,Upk2
12476,ENSG00000114638,119173517,119205143,3,protein_coding,UPK1B,ENSMUSG00000049436,38593546,38620690,16,protein_coding,Upk1b
886,ENSG00000105668,35666516,35678483,19,protein_coding,UPK1A,ENSMUSG00000006313,30302517,30312272,7,protein_coding,Upk1a
9246,ENSG00000125351,119805311,119852998,X,protein_coding,UPF3B,ENSMUSG00000036572,36355331,36373975,X,protein_coding,Upf3b
9876,ENSG00000169062,114281601,114305817,13,protein_coding,UPF3A,ENSMUSG00000038398,13835615,13849193,8,protein_coding,Upf3a
11348,ENSG00000151461,11920022,12043170,10,protein_coding,UPF2,ENSMUSG00000043241,5956280,6061514,2,protein_coding,Upf2
13702,ENSG00000005007,18831959,18868230,19,protein_coding,UPF1,ENSMUSG00000058301,70784175,70805928,8,protein_coding,Upf1
8318,ENSG00000100024,24494107,24528390,22,protein_coding,UPB1,ENSMUSG00000033427,75236949,75277513,10,protein_coding,Upb1
2443,ENSG00000132478,75784806,75825799,17,protein_coding,UNK,ENSMUSG00000020770,115921148,115952040,11,protein_coding,Unk
6611,ENSG00000076248,109097597,109110992,12,protein_coding,UNG,ENSMUSG00000029591,114268447,114277384,5,protein_coding,Ung
6590,ENSG00000164853,1232872,1237326,7,protein_coding,UNCX,ENSMUSG00000029546,139529249,139533934,5,protein_coding,Uncx
9348,ENSG00000110057,67991100,68004982,11,protein_coding,UNC93B1,ENSMUSG00000036908,3985186,3999340,19,protein_coding,Unc93b1
13404,ENSG00000144406,209771832,209999300,2,protein_coding,UNC80,ENSMUSG00000055567,66507526,66738307,1,protein_coding,Unc80
2665,ENSG00000133958,93333219,93707876,14,protein_coding,UNC79,ENSMUSG00000021198,102915118,103150324,12,protein_coding,Unc79
14243,ENSG00000156687,35235475,35796550,8,protein_coding,UNC5D,ENSMUSG00000063626,29136745,29709664,8,protein_coding,Unc5d
11411,ENSG00000124602,41026895,41039221,6,protein_coding,UNC5CL,ENSMUSG00000043592,48761929,48846742,17,protein_coding,Unc5cl
13876,ENSG00000182168,95162504,95549206,4,protein_coding,UNC5C,ENSMUSG00000059921,141170977,141540685,3,protein_coding,Unc5c
2076,ENSG00000107731,71212570,71302864,10,protein_coding,UNC5B,ENSMUSG00000020099,60598372,60667360,10,protein_coding,Unc5b
4640,ENSG00000113763,176810519,176880898,5,protein_coding,UNC5A,ENSMUSG00000025876,55097224,55153831,13,protein_coding,Unc5a
4755,ENSG00000115446,98608579,98618515,2,protein_coding,UNC50,ENSMUSG00000026111,37469220,37478205,1,protein_coding,Unc50
1791,ENSG00000141161,35147817,35189345,17,protein_coding,UNC45B,ENSMUSG00000018845,82801376,82834229,11,protein_coding,Unc45b
7015,ENSG00000140553,90930180,90954093,15,protein_coding,UNC45A,ENSMUSG00000030533,79975040,79997741,7,protein_coding,Unc45a
13671,ENSG00000092929,75827225,75844552,17,protein_coding,UNC13D,ENSMUSG00000057948,115952921,115968787,11,protein_coding,Unc13d
14099,ENSG00000137766,53978201,54628707,15,protein_coding,UNC13C,ENSMUSG00000062151,73386704,73876248,9,protein_coding,Unc13c
5976,ENSG00000198722,35161992,35405338,9,protein_coding,UNC13B,ENSMUSG00000028456,43058953,43264871,4,protein_coding,Unc13b
8726,ENSG00000130477,17601336,17688365,19,protein_coding,UNC13A,ENSMUSG00000034799,72077061,72124401,8,protein_coding,Unc13a
11944,ENSG00000175970,120710458,120723640,12,protein_coding,UNC119B,ENSMUSG00000046562,115260609,115273034,5,protein_coding,Unc119b
331,ENSG00000109103,28546708,28552631,17,protein_coding,UNC119,ENSMUSG00000002058,78234308,78239990,11,protein_coding,Unc119
3489,ENSG00000114491,124730433,124749273,3,protein_coding,UMPS,ENSMUSG00000022814,33775152,33787408,16,protein_coding,Umps
13220,ENSG00000177398,42062959,42143453,21,protein_coding,UMODL1,ENSMUSG00000054134,31173614,31229684,17,protein_coding,Umodl1
7219,ENSG00000169344,20333051,20356301,16,protein_coding,UMOD,ENSMUSG00000030963,119061934,119078505,7,protein_coding,Umod
10744,ENSG00000168038,41246599,41962130,3,protein_coding,ULK4,ENSMUSG00000040936,120784417,121106263,9,protein_coding,Ulk4
7908,ENSG00000140474,74836118,74843346,15,protein_coding,ULK3,ENSMUSG00000032308,57496735,57503516,9,protein_coding,Ulk3
681,ENSG00000083290,19770829,19867936,17,protein_coding,ULK2,ENSMUSG00000004798,61666475,61745899,11,protein_coding,Ulk2
6574,ENSG00000177169,131894622,131923150,12,protein_coding,ULK1,ENSMUSG00000029512,110932354,110957963,5,protein_coding,Ulk1
4642,ENSG00000087206,176905005,177022633,5,protein_coding,UIMC1,ENSMUSG00000025878,55175693,55248113,13,protein_coding,Uimc1
4172,ENSG00000147854,6413151,6507054,9,protein_coding,UHRF2,ENSMUSG00000024817,30007913,30071122,19,protein_coding,Uhrf2
1999,ENSG00000111647,100028455,100142874,12,protein_coding,UHRF1BP1L,ENSMUSG00000019951,89580853,89655733,10,protein_coding,Uhrf1bp1l
10272,ENSG00000065060,34792083,34877514,6,protein_coding,UHRF1BP1,ENSMUSG00000039512,28075415,28119015,17,protein_coding,Uhrf1bp1
184,ENSG00000276043,4903080,4962154,19,protein_coding,UHRF1,ENSMUSG00000001228,56610321,56630486,17,protein_coding,Uhrf1
5050,ENSG00000152332,162497251,162529631,1,protein_coding,UHMK1,ENSMUSG00000026667,170020989,170042966,1,protein_coding,Uhmk1
8159,ENSG00000174607,114598770,114678225,4,protein_coding,UGT8,ENSMUSG00000032854,125658920,125732268,3,protein_coding,Ugt8a
9023,ENSG00000135220,68928463,68951804,4,protein_coding,UGT2A3,ENSMUSG00000035780,87472831,87485054,5,protein_coding,Ugt2a3
6447,ENSG00000271271,69588417,69639642,4,protein_coding,UGT2A2,ENSMUSG00000029268,87607349,87630119,5,protein_coding,Ugt2a2
15405,ENSG00000241635,233760270,233773300,2,protein_coding,UGT1A1,ENSMUSG00000089960,88139681,88146719,1,protein_coding,Ugt1a1
294,ENSG00000169764,63840952,63891562,2,protein_coding,UGP2,ENSMUSG00000001891,21271138,21321201,11,protein_coding,Ugp2
11047,ENSG00000102595,95801580,96053482,13,protein_coding,UGGT2,ENSMUSG00000042104,119222451,119336842,14,protein_coding,Uggt2
9549,ENSG00000136731,128091200,128195677,2,protein_coding,UGGT1,ENSMUSG00000037470,36179108,36283801,1,protein_coding,Uggt1
6412,ENSG00000109814,39498755,39528311,4,protein_coding,UGDH,ENSMUSG00000029201,65570564,65593292,5,protein_coding,Ugdh
5927,ENSG00000148154,111896814,111935369,9,protein_coding,UGCG,ENSMUSG00000028381,59189257,59222833,4,protein_coding,Ugcg
7534,ENSG00000109775,185399537,185425979,4,protein_coding,UFSP2,ENSMUSG00000031634,46428565,46449995,8,protein_coding,Ufsp2
12867,ENSG00000176125,100888721,100889715,7,protein_coding,UFSP1,ENSMUSG00000051502,137292891,137293927,5,protein_coding,Ufsp1
5609,ENSG00000120686,38349849,38363619,13,protein_coding,UFM1,ENSMUSG00000027746,53760797,53771251,3,protein_coding,Ufm1
10544,ENSG00000014123,96521595,96555276,6,protein_coding,UFL1,ENSMUSG00000040359,25248600,25281821,4,protein_coding,Ufl1
740,ENSG00000070010,19449911,19479202,22,protein_coding,UFD1,ENSMUSG00000005262,18630529,18654011,16,protein_coding,Ufd1
14177,ENSG00000143222,161152776,161158856,1,protein_coding,UFC1,ENSMUSG00000062963,171116136,171122597,1,protein_coding,Ufc1
11354,ENSG00000151116,18529609,18588747,11,protein_coding,UEVLD,ENSMUSG00000043262,46572964,46608275,7,protein_coding,Uevld
8187,ENSG00000175564,74000277,74009085,11,protein_coding,UCP3,ENSMUSG00000032942,100122197,100135639,7,protein_coding,Ucp3
8380,ENSG00000175567,73974672,73982843,11,protein_coding,UCP2,ENSMUSG00000033685,100142544,100151227,7,protein_coding,Ucp2
7575,ENSG00000109424,140559431,140568961,4,protein_coding,UCP1,ENSMUSG00000031710,84016981,84025081,8,protein_coding,Ucp1
11666,ENSG00000178473,5364966,5374692,10,protein_coding,UCN3,ENSMUSG00000044988,3990688,3995349,13,protein_coding,Ucn3
12537,ENSG00000145040,48561718,48563781,3,protein_coding,UCN2,ENSMUSG00000049699,108815078,108816232,9,protein_coding,Ucn2
9988,ENSG00000163794,27307400,27308445,2,protein_coding,UCN,ENSMUSG00000038676,31295407,31296173,5,protein_coding,Ucn
5051,ENSG00000165623,13221766,13234374,10,protein_coding,UCMA,ENSMUSG00000026668,4980933,4990559,2,protein_coding,Ucma
15403,ENSG00000198276,63939829,63956416,20,protein_coding,UCKL1,ENSMUSG00000089917,181210942,181226685,2,protein_coding,Uckl1
4981,ENSG00000143179,165827614,165911618,1,protein_coding,UCK2,ENSMUSG00000026558,167050452,167112889,1,protein_coding,Uck2
398,ENSG00000130717,131523801,131531264,9,protein_coding,UCK1,ENSMUSG00000002550,32145014,32150171,2,protein_coding,Uck1
1689,ENSG00000116750,193012250,193060080,1,protein_coding,UCHL5,ENSMUSG00000018189,143653010,143683204,1,protein_coding,Uchl5
6426,ENSG00000154277,41256413,41268455,4,protein_coding,UCHL1,ENSMUSG00000029223,66833434,66844577,5,protein_coding,Uchl1
13059,ENSG00000104691,30729131,30767006,8,protein_coding,UBXN8,ENSMUSG00000052906,34109614,34131995,8,protein_coding,Ubxn8
13175,ENSG00000163960,196347662,196432430,3,protein_coding,UBXN7,ENSMUSG00000053774,32151075,32212565,16,protein_coding,Ubxn7
1882,ENSG00000167671,4444999,4457794,19,protein_coding,UBXN6,ENSMUSG00000019578,56374045,56382028,17,protein_coding,Ubxn6
4880,ENSG00000144224,135741734,135785056,2,protein_coding,UBXN4,ENSMUSG00000026353,128171701,128207115,1,protein_coding,Ubxn4
5865,ENSG00000215114,58411359,58451501,8,protein_coding,UBXN2B,ENSMUSG00000028243,6191098,6221688,4,protein_coding,Ubxn2b
2363,ENSG00000173960,23927285,24004909,2,protein_coding,UBXN2A,ENSMUSG00000020634,4929032,4957705,12,protein_coding,Ubxn2a
1243,ENSG00000158062,26281328,26318363,1,protein_coding,UBXN11,ENSMUSG00000012126,133829881,133854904,4,protein_coding,Ubxn11
11416,ENSG00000162543,20186096,20196050,1,protein_coding,UBXN10,ENSMUSG00000043621,138437148,138464478,4,protein_coding,Ubxn10
14783,ENSG00000162191,62676498,62679117,11,protein_coding,UBXN1,ENSMUSG00000071655,8848860,8853227,19,protein_coding,Ubxn1
15002,ENSG00000255009,90085950,90087131,11,protein_coding,UBTFL1,ENSMUSG00000074502,18315714,18324473,9,protein_coding,Ubtfl1
2545,ENSG00000108312,44205033,44221626,17,protein_coding,UBTF,ENSMUSG00000020923,102195386,102210568,11,protein_coding,Ubtf
11656,ENSG00000168246,172209646,172283764,5,protein_coding,UBTD2,ENSMUSG00000044949,32405370,32466687,11,protein_coding,Ubtd2
4351,ENSG00000165886,97498924,97571206,10,protein_coding,UBTD1,ENSMUSG00000025171,41970202,42023082,19,protein_coding,Ubtd1
10944,ENSG00000012963,93207241,93229215,14,protein_coding,UBR7,ENSMUSG00000041712,102724226,102743966,12,protein_coding,Ubr7
9552,ENSG00000104517,102252273,102412759,8,protein_coding,UBR5,ENSMUSG00000037487,37967572,38079098,15,protein_coding,Ubr5
14352,ENSG00000127481,19074510,19210266,1,protein_coding,UBR4,ENSMUSG00000066036,139079920,139216899,4,protein_coding,Ubr4
11536,ENSG00000144357,169827454,170084131,2,protein_coding,UBR3,ENSMUSG00000044308,69727590,69854357,2,protein_coding,Ubr3
3752,ENSG00000024048,42564029,42693505,6,protein_coding,UBR2,ENSMUSG00000023977,47239221,47321482,17,protein_coding,Ubr2
12854,ENSG00000175518,5514393,5518431,11,protein_coding,UBQLNL,ENSMUSG00000051437,103797466,103799763,7,protein_coding,Ubqlnl
1066,ENSG00000160803,156035299,156053798,1,protein_coding,UBQLN4,ENSMUSG00000008604,88461065,88477032,3,protein_coding,Ubqln4
12886,ENSG00000175520,5507300,5509958,11,protein_coding,UBQLN3,ENSMUSG00000051618,103789830,103792486,7,protein_coding,Ubqln3
12620,ENSG00000188021,56563627,56567868,X,protein_coding,UBQLN2,ENSMUSG00000050148,152281223,152284566,X,protein_coding,Ubqln2
744,ENSG00000135018,83659968,83707958,9,protein_coding,UBQLN1,ENSMUSG00000005312,58323970,58363467,13,protein_coding,Ubqln1
1142,ENSG00000153560,33388336,33441371,3,protein_coding,UBP1,ENSMUSG00000009741,113760002,113806270,9,protein_coding,Ubp1
5369,ENSG00000185019,3107573,3160196,20,protein_coding,UBOX5,ENSMUSG00000027300,130431922,130471958,2,protein_coding,Ubox5
9930,ENSG00000157741,139230356,139308236,7,protein_coding,UBN2,ENSMUSG00000038538,38410885,38501760,6,protein_coding,Ubn2
10256,ENSG00000118900,4846665,4882401,16,protein_coding,UBN1,ENSMUSG00000039473,4867921,4904153,16,protein_coding,Ubn1
10814,ENSG00000164332,159263290,159286036,5,protein_coding,UBLCP1,ENSMUSG00000041231,44345398,44361325,11,protein_coding,Ublcp1
13419,ENSG00000138629,74445977,74461182,15,protein_coding,UBL7,ENSMUSG00000055720,57818262,57837251,9,protein_coding,Ubl7
13442,ENSG00000186150,110112443,110113947,1,protein_coding,UBL4B,ENSMUSG00000055891,107461003,107462389,3,protein_coding,Ubl4b
1408,ENSG00000102178,154483717,154486615,X,protein_coding,UBL4A,ENSMUSG00000015290,73409324,73416824,X,protein_coding,Ubl4a
261,ENSG00000122042,29764371,29850617,13,protein_coding,UBL3,ENSMUSG00000001687,148441445,148489599,5,protein_coding,Ubl3
12173,ENSG00000120942,11273198,11296049,1,protein_coding,UBIAD1,ENSMUSG00000047719,148518952,148529228,4,protein_coding,Ubiad1
7187,ENSG00000103353,23557721,23574389,16,protein_coding,UBFD1,ENSMUSG00000030870,121666398,121681417,7,protein_coding,Ubfd1
6263,ENSG00000130939,10032832,10181239,1,protein_coding,UBE4B,ENSMUSG00000028960,149412873,149511206,4,protein_coding,Ube4b
13869,ENSG00000110344,118359600,118399211,11,protein_coding,UBE4A,ENSMUSG00000059890,44834425,44876898,9,protein_coding,Ube4a
10095,ENSG00000009335,157138916,157269370,7,protein_coding,UBE3C,ENSMUSG00000039000,29774240,29881090,5,protein_coding,Ube3c
6606,ENSG00000151148,109477402,109536705,12,protein_coding,UBE3B,ENSMUSG00000029577,114518668,114559230,5,protein_coding,Ube3b
4425,ENSG00000114062,25333728,25439051,15,protein_coding,UBE3A,ENSMUSG00000025326,58878498,58961284,7,protein_coding,Ube3a
1319,ENSG00000159202,48908407,48929056,17,protein_coding,UBE2Z,ENSMUSG00000014349,95938258,95956214,11,protein_coding,Ube2z
